file_offset,str_ptr,func_ptr,name
0x00C87378,0xFFD49791,0xFFD4A101,EDmac_Rd2
0x00C8737C,0xFFD4A101,0xFFD4A0F9,Hist_Comp
0x00C87380,0xFFD4A0F9,0xFFD4A138,Af_Comp
0x00C87384,0xFFD4A138,0xFFD4A0E0,Af_OverRunErr
0x00C87388,0xFFD4A0E0,0xFFD4950D,Obinteg
0x00C8738C,0xFFD4950D,0xFFD4A0F2,Jp51
0x00C87390,0xFFD4A0F2,0xFFD4A152,Prepro
0x00C87394,0xFFD4A152,0xFFD4A0E8,WbInt
0x00C87398,0xFFD4A0E8,0xFFD4A0DA,WbBlk
0x00C8739C,0xFFD4A0DA,0xFFD4A128,Pb_Vd
0x00C873A0,0xFFD4A128,0xFFD4962F,Pb_Err
0x00C873A4,0xFFD4962F,0xFFD4979B,Head1
0x00C873A8,0xFFD4979B,0xFFD4A12F,Head2
0x00C873AC,0xFFD4A12F,0xFFD49ADB,Head_Err
0x00C873B0,0xFFD49ADB,0xFFD498EB,EDmac_Wr5
0x00C873B4,0xFFD498EB,0xFFD4A0EE,EDmac_Rd3
0x00C873B8,0xFFD4A0EE,0xFFD49DC4,Rem
0x00C873BC,0xFFD49DC4,0xFFD49E39,HARB
0x00C873C0,0xFFD49E39,0xFFD49FD4,LARBNMI_RD
0x00C873C4,0xFFD49FD4,0xFFD4956B,LARBNMI_WR
0x00C873C8,0xFFD4956B,0xFFD49604,TMU_PULC1
0x00C873CC,0xFFD49604,0xFFD49778,BLTDMAC_1
0x00C873D0,0xFFD49778,0xFFD498D2,BLTDMAC_2
0x00C873D4,0xFFD498D2,0xFFD499C8,BLTDMAC_3
0x00C873D8,0xFFD499C8,0xFFD49C16,GPIO_4
0x00C873DC,0xFFD49C16,0xFFD49849,HDMAC0_IRQ7
0x00C873E8,0xFFD4A073,0xFFD49F51,I2CDMAC2RX
0x00C873EC,0xFFD49F51,0xFFD49F0F,TMU_OCH4SP
0x00C873F0,0xFFD49F0F,0xFFD49F5C,TMU_OCH4EP
0x00C873F4,0xFFD49F5C,0xFFD49F1A,TMU_OCH5SP
0x00C873F8,0xFFD49F1A,0xFFD49421,TMU_OCH5EP
0x00C873FC,0xFFD49421,0xFFD495E7,ADDA_ADINT0
0x00C87400,0xFFD495E7,0xFFD49E44,ADDA_ADINT1
0x00C87404,0xFFD49E44,0xFFD49CB0,CFCON_UD
0x00C87408,0xFFD49CB0,0xFFD49A91,EDmac_Wr8
0x00C8740C,0xFFD49A91,0xFFD49345,SIO5
0x00C87410,0xFFD49345,0xFFD49503,EDOMAIN50
0x00C87414,0xFFD49503,0xFFD49688,EDOMAIN51
0x00C87418,0xFFD49688,0xFFD4975B,EDOMAIN52
0x00C8741C,0xFFD4975B,0xFFD498B5,ADDA_ADINT2
0x00C87420,0xFFD498B5,0xFFD49D23,ADDA_ADINT3
0x00C87424,0xFFD49D23,0xFFD49B7D,EDmac_Wr9
0x00C87428,0xFFD49B7D,0xFFD49B3D,EDmac_Rd6
0x00C8742C,0xFFD49B3D,0xFFD497F3,SIO6
0x00C87430,0xFFD497F3,0xFFD4992E,EDOMAIN53
0x00C87434,0xFFD4992E,0xFFD49A28,EDOMAIN54
0x00C87438,0xFFD49A28,0xFFD49C9A,EDOMAIN55
0x00C8743C,0xFFD49C9A,0xFFD49D0D,TMU_ICAPCH8
0x00C87440,0xFFD49D0D,0xFFD49C51,TMU_ICAPCH9
0x00C87444,0xFFD49C51,0xFFD49F93,EDmac_Rd7
0x00C87448,0xFFD49F93,0xFFD49C11,DISTER
0x00C8744C,0xFFD49C11,0xFFD49D19,SIO7
0x00C87450,0xFFD49D19,0xFFD49316,EDmac_Rd9
0x00C87454,0xFFD49316,0xFFD494C0,EDmac_Rd10
0x00C87458,0xFFD494C0,0xFFD492FB,EDmac_Rd11
0x00C8745C,0xFFD492FB,0xFFD494A5,TMU_ICAPCH10
0x00C87460,0xFFD494A5,0xFFD4970B,TMU_ICAPCH11
0x00C87464,0xFFD4970B,0xFFD49F85,SARIDON2
0x00C87468,0xFFD49F85,0xFFD49D2D,OHYEAR
0x00C8746C,0xFFD49D2D,0xFFD4965D,SEQUENC_X0A
0x00C87470,0xFFD4965D,0xFFD497BE,EDmac_Rd12
0x00C87474,0xFFD497BE,0xFFD4990D,EDmac_Rd13
0x00C87478,0xFFD4990D,0xFFD499BE,EDmac_Rd14
0x00C8747C,0xFFD499BE,0xFFD49ABE,BLTDMAC_4
0x00C87480,0xFFD49ABE,0xFFD4856E,BLTDMAC_5
0x00C87484,0xFFD4856E,0xFFD4969D,BEATON
0x00C87488,0xFFD4969D,0xFFD49378,INTOUT_JP62
0x00C8748C,0xFFD49378,0xFFD499F3,SEQUENC_XA0
0x00C87490,0xFFD499F3,0xFFD49EAD,EDmac_Rd15
0x00C87494,0xFFD49EAD,0xFFD4987C,Head_FRM
0x00C87498,0xFFD4987C,0xFFD49B6A,PREPRO3
0x00C8749C,0xFFD49B6A,0xFFD49C3E,BLTDMAC_6
0x00C874A0,0xFFD49C3E,0xFFD4A012,BLTDMAC_7
0x00C874A4,0xFFD4A012,0xFFD49D65,SMAP_LB_INT
0x00C874A8,0xFFD49D65,0xFFD49FA8,INTR_PRIMA
0x00C874AC,0xFFD49FA8,0xFFD49FCB,SEQUENC_BUSERR
0x00C874B0,0xFFD49FCB,0xFFD49FC2,HBUS_ERR
0x00C874B4,0xFFD49FC2,0xFFD49748,EEKO_ERR
0x00C874B8,0xFFD49748,0xFFD49FFB,DISTER2
0x00C874BC,0xFFD49FFB,0xFFD4A007,SSIO_SIOINT
0x00C874C0,0xFFD4A007,0xFFD493BD,SDCON2_INT
0x00C874C4,0xFFD493BD,0xFFD49586,ET_OC0
0x00C874C8,0xFFD49586,0xFFD49F9A,ET_OC1
0x00C874CC,0xFFD49F9A,0xFFD49EB6,SEQUENC_WRERR
0x00C874D0,0xFFD49EB6,0xFFD49DE8,ONSEN
0x00C874D4,0xFFD49DE8,0xFFD495A1,AVEC
0x00C874D8,0xFFD495A1,0xFFD49890,SHREK1
0x00C874DC,0xFFD49890,0xFFD49DE3,HDMAC1_IRQ3
0x00C874E0,0xFFD49DE3,0xFFD496DD,ILCC
0x00C874E4,0xFFD496DD,0xFFD49853,ET_OC2
0x00C874E8,0xFFD49853,0xFFD4954F,ET_OC3
0x00C874EC,0xFFD4954F,0xFFD49704,INT_I2C1
0x00C874F0,0xFFD49704,0xFFD49D82,SHREK2
0x00C874F4,0xFFD49D82,0xFFD49DDB,SUSAN_A
0x00C874F8,0xFFD49DDB,0xFFD49B87,SUSAN_B
0x00C874FC,0xFFD49B87,0xFFD499CF,EDmac_Wr6
0x00C87500,0xFFD499CF,0xFFD4938F,EDmac_Rd4
0x00C87504,0xFFD4938F,0xFFD49558,ET_ICOC_IC0
0x00C8750C,0xFFD4A09A,0xFFD49E92,I2CDMAC1TX
0x00C87510,0xFFD49E92,0xFFD49FB7,SAFARI
0x00C87514,0xFFD49FB7,0xFFD4944E,SAFARI_ERR
0x00C87518,0xFFD4944E,0xFFD49AD1,IDEON_0
0x00C8751C,0xFFD49AD1,0xFFD49D78,EDmac_Rd5
0x00C87520,0xFFD49D78,0xFFD49321,FENCING_A
0x00C87524,0xFFD49321,0xFFD494CB,EDmac_Wr10
0x00C87528,0xFFD494CB,0xFFD49384,EDmac_Wr11
0x00C8752C,0xFFD49384,0xFFD4960E,IrDA_DMAC0
0x00C87530,0xFFD4960E,0xFFD49E56,IDEON_1
0x00C87534,0xFFD49E56,0xFFD4945D,WB_AE
0x00C87538,0xFFD4945D,0xFFD49DD1,MOSSY_0
0x00C8753C,0xFFD49DD1,0xFFD49E05,FENCING_B
0x00C87540,0xFFD49E05,0xFFD49668,FENCING_C
0x00C87544,0xFFD49668,0xFFD497C9,EDmac_Wr12
0x00C87548,0xFFD497C9,0xFFD49E62,EDmac_Wr13
0x00C8754C,0xFFD49E62,0xFFD4961D,USBSS_EHCI
0x00C87550,0xFFD4961D,0xFFD49789,MOSSY_1
0x00C87554,0xFFD49789,0xFFD498E3,MOSSY_2
0x00C87558,0xFFD498E3,0xFFD49F8C,MOSSY_3
0x00C8755C,0xFFD49F8C,0xFFD498F5,KAISER
0x00C87560,0xFFD498F5,0xFFD49918,Head3
0x00C87564,0xFFD49918,0xFFD499FE,EDmac_Wr14
0x00C87568,0xFFD499FE,0xFFD49E6D,EDmac_Wr15
0x00C8756C,0xFFD49E6D,0xFFD49364,USBSS_OHCI
0x00C87570,0xFFD49364,0xFFD49545,EDOMAIN90
0x00C87574,0xFFD49545,0xFFD496B4,EDOMAIN91
0x00C87578,0xFFD496B4,0xFFD499D9,EDOMAIN92
0x00C8757C,0xFFD499D9,0xFFD4A10B,Head4
0x00C87580,0xFFD4A10B,0xFFD49CA6,Head_Stp
0x00C87584,0xFFD49CA6,0xFFD4983B,EDmac_Rd8
0x00C87588,0xFFD4983B,0xFFD4A05C,HDMAC3
0x00C8758C,0xFFD4A05C,0xFFD49831,USBSS_HSDEV
0x00C87590,0xFFD49831,0xFFD4994E,EDOMAIN93
0x00C87594,0xFFD4994E,0xFFD49A5C,EDOMAIN94
0x00C87598,0xFFD49A5C,0xFFD49E99,EDOMAIN95
0x00C8759C,0xFFD49E99,0xFFD49FDF,Head_DMAK
0x00C875A0,0xFFD49FDF,0xFFD492E2,AUCUS
0x00C875A4,0xFFD492E2,0xFFD4948C,PMCPWM2_INT00
0x00C875A8,0xFFD4948C,0xFFD493A2,PMCPWM2_INT01
0x00C875AC,0xFFD493A2,0xFFD49B10,TMU_PULC0
0x00C875B0,0xFFD49B10,0xFFD49BE4,EDOMAIN96
0x00C875B4,0xFFD49BE4,0xFFD49C90,EDOMAIN97
0x00C875B8,0xFFD49C90,0xFFD49E4D,EDOMAIN98
0x00C875BC,0xFFD49E4D,0xFFD4A11E,EBISU_VD
0x00C875C0,0xFFD4A11E,0xFFD49308,EBISU_Err
0x00C875C4,0xFFD49308,0xFFD494B2,PMCPWM2_INT10
0x00C875C8,0xFFD494B2,0xFFD496CE,PMCPWM2_INT11
0x00C875CC,0xFFD496CE,0xFFD49D03,TMU_PULC2
0x00C875D0,0xFFD49D03,0xFFD492CD,EDOMAIN99
0x00C875D4,0xFFD492CD,0xFFD49481,EDOMAIN100
0x00C875D8,0xFFD49481,0xFFD4A114,EDOMAIN101
0x00C875DC,0xFFD4A114,0xFFD49C5B,AUCUS_Err
0x00C875E0,0xFFD49C5B,0xFFD4932C,EDmac_Wr7
0x00C875E4,0xFFD4932C,0xFFD494D6,PMCPWM2_INT20
0x00C875E8,0xFFD494D6,0xFFD49BF5,PMCPWM2_INT21
0x00C875EC,0xFFD49BF5,0xFFD49647,ET_OC7
0x00C875F0,0xFFD49647,0xFFD4957A,EDOMAIN102
0x00C875F4,0xFFD4957A,0xFFD496EC,ET_ICOC_OC1
0x00C875F8,0xFFD496EC,0xFFD49433,i_CFCON_UD2
0x00C875FC,0xFFD49433,0xFFD4940A,PM_RCV0
0x00C87600,0xFFD4940A,0xFFD493D8,PM_DIRECT0
0x00C87604,0xFFD493D8,0xFFD49F7D,PM_FIFO0
0x00C87608,0xFFD49F7D,0xFFD4946F,IVA_IRQ
0x00C8760C,0xFFD4946F,0xFFD49512,PM_Sem0
0x00C87610,0xFFD49512,0xFFD49692,Reserv261
0x00C87614,0xFFD49692,0xFFD497FD,Unknown262
0x00C87618,0xFFD497FD,0xFFD495F3,Unknown263
0x00C8761C,0xFFD495F3,0xFFD495DC,PM_RCV1
0x00C87620,0xFFD495DC,0xFFD495A8,PM_DIRECT1
0x00C87624,0xFFD495A8,0xFFD49BC4,PM_FIFO1
0x00C87628,0xFFD49BC4,0xFFD49635,Reserv267
0x00C8762C,0xFFD49635,0xFFD49415,PM_Sem1
0x00C87630,0xFFD49415,0xFFD49359,EEKO_RESET0
0x00C87634,0xFFD49359,0xFFD4951C,Unknown270
0x00C87638,0xFFD4951C,0xFFD49767,Unknown271
0x00C8763C,0xFFD49767,0xFFD49750,PM_RCV2
0x00C87640,0xFFD49750,0xFFD49714,PM_DIRECT2
0x00C87644,0xFFD49714,0xFFD49A3C,PM_FIFO2
0x00C87648,0xFFD49A3C,0xFFD497A1,Reserv275
0x00C8764C,0xFFD497A1,0xFFD49F72,PM_Sem2
0x00C87650,0xFFD49F72,0xFFD49C85,SR_SVT_REQ
0x00C87654,0xFFD49C85,0xFFD49CEE,Unknown278
0x00C87658,0xFFD49CEE,0xFFD498C1,Unknown279
0x00C8765C,0xFFD498C1,0xFFD498AA,PM_RCV3
0x00C87660,0xFFD498AA,0xFFD4986E,PM_DIRECT3
0x00C87664,0xFFD4986E,0xFFD4981C,PM_FIFO3
0x00C87668,0xFFD4981C,0xFFD498FB,Reserv283
0x00C8766C,0xFFD498FB,0xFFD49F67,PM_Sem3
0x00C87670,0xFFD49F67,0xFFD49B05,SR_HVT_REQ
0x00C87674,0xFFD49B05,0xFFD49BD9,Unknown286
0x00C87678,0xFFD49BD9,0xFFD499AD,Unknown287
0x00C8767C,0xFFD499AD,0xFFD499A2,PM_RCV4
0x00C87680,0xFFD499A2,0xFFD4997A,PM_DIRECT4
0x00C87684,0xFFD4997A,0xFFD4953B,PM_FIFO4
0x00C87688,0xFFD4953B,0xFFD493FE,Reserv291
0x00C8768C,0xFFD493FE,0xFFD49E2D,PM_FIFOERR0
0x00C87690,0xFFD49E2D,0xFFD49943,SR_SVT_PEND
0x00C87694,0xFFD49943,0xFFD49A51,Unknown294
0x00C87698,0xFFD49A51,0xFFD49AAD,Unknown295
0x00C8769C,0xFFD49AAD,0xFFD49AA2,PM_RCV5
0x00C876A0,0xFFD49AA2,0xFFD49A88,PM_DIRECT5
0x00C876A4,0xFFD49A88,0xFFD49CF9,PM_FIFO5
0x00C876A8,0xFFD49CF9,0xFFD492D8,Reserv299
0x00C876AC,0xFFD492D8,0xFFD49E21,Reserv300
0x00C876B0,0xFFD49E21,0xFFD49652,SR_HVT_PEND
0x00C876B4,0xFFD49652,0xFFD497B3,Unknown302
0x00C876B8,0xFFD497B3,0xFFD49B59,Unknown303
0x00C876BC,0xFFD49B59,0xFFD49B4E,PM_RCV6
0x00C876C0,0xFFD49B4E,0xFFD49B34,PM_DIRECT6
0x00C876C4,0xFFD49B34,0xFFD49B91,PM_FIFO6
0x00C876C8,0xFFD49B91,0xFFD49DB7,Reserv307
0x00C876CC,0xFFD49DB7,0xFFD49CBA,SR_PEND_COMB
0x00C876D0,0xFFD49CBA,0xFFD492F0,Reserv309
0x00C876D4,0xFFD492F0,0xFFD4949A,Unknown310
0x00C876D8,0xFFD4949A,0xFFD49C2D,Unknown311
0x00C876DC,0xFFD49C2D,0xFFD49C22,PM_RCV7
0x00C876E0,0xFFD49C22,0xFFD49C08,PM_DIRECT7
0x00C876E4,0xFFD49C08,0xFFD499E9,PM_FIFO7
0x00C876E8,0xFFD499E9,0xFFD49AE5,Reserv315
0x00C876EC,0xFFD49AE5,0xFFD49B9B,Reserv316
0x00C876F0,0xFFD49B9B,0xFFD49C65,Reserv317
0x00C876F4,0xFFD49C65,0xFFD49CC4,Unknown318
0x00C876F8,0xFFD49CC4,0xFFD493B1,Unknown319
0x00C876FC,0xFFD493B1,0xFFD4939B,ET_ICOC_OC0
0x00C87700,0xFFD4939B,0xFFD49564,ET_IC0
0x00C87704,0xFFD49564,0xFFD497D4,ET_IC1
0x00C87708,0xFFD497D4,0xFFD4A0D0,Reserv323
0x00C8770C,0xFFD4A0D0,0xFFD49A09,Comic
0x00C87710,0xFFD49A09,0xFFD49AEF,Reserv325
0x00C87714,0xFFD49AEF,0xFFD49BA5,Unknown326
0x00C87718,0xFFD49BA5,0xFFD496C7,Unknown327
0x00C8771C,0xFFD496C7,0xFFD49842,ET_IC2
0x00C87720,0xFFD49842,0xFFD49958,ET_IC3
0x00C87724,0xFFD49958,0xFFD494E4,ET_IC4
0x00C87728,0xFFD494E4,0xFFD4A146,Reserv331
0x00C8772C,0xFFD4A146,0xFFD497DE,Comic_Reset
0x00C87730,0xFFD497DE,0xFFD49923,Reserv333
0x00C87734,0xFFD49923,0xFFD49A13,Unknown334
0x00C87738,0xFFD49A13,0xFFD49A66,Unknown335
0x00C8773C,0xFFD49A66,0xFFD49B1A,ET_IC5
0x00C87740,0xFFD49B1A,0xFFD49BEE,ET_IC6
0x00C87744,0xFFD49BEE,0xFFD49CCF,ET_IC7
0x00C87748,0xFFD49CCF,0xFFD493C4,Reserv339
0x00C8774C,0xFFD493C4,0xFFD494EE,i_INTC0
0x00C87750,0xFFD494EE,0xFFD49673,Reserv341
0x00C87754,0xFFD49673,0xFFD497E8,Unknown342
0x00C87758,0xFFD497E8,0xFFD4995F,Unknown343
0x00C8775C,0xFFD4995F,0xFFD49A6D,ET_OC4
0x00C87760,0xFFD49A6D,0xFFD49B21,ET_OC5
0x00C87764,0xFFD49B21,0xFFD49BB0,ET_OC6
0x00C87768,0xFFD49BB0,0xFFD4958D,Reserv347
0x00C8776C,0xFFD4958D,0xFFD49CD9,i_INTC1
0x00C87770,0xFFD49CD9,0xFFD4933A,Reserv349
0x00C87774,0xFFD4933A,0xFFD494F8,Unknown350
0x00C87778,0xFFD494F8,0xFFD4967E,Unknown351
0x00C8777C,0xFFD4967E,0xFFD49B74,Reserv352
0x00C87780,0xFFD49B74,0xFFD4989C,i_GPIO_6
0x00C87784,0xFFD4989C,0xFFD49A1E,i_HDMAC3_IRQ3
0x00C87788,0xFFD49A1E,0xFFD496E4,Reserv355
0x00C8778C,0xFFD496E4,0xFFD49BBA,i_INTC2
0x00C87790,0xFFD49BBA,0xFFD49C70,Reserv357
0x00C87794,0xFFD49C70,0xFFD49CE3,Unknown358
0x00C87798,0xFFD49CE3,0xFFD4934F,Unknown359
0x00C8779C,0xFFD4934F,0xFFD49C48,Reserv360
0x00C877A0,0xFFD49C48,0xFFD49994,i_GPIO_7
0x00C877A4,0xFFD49994,0xFFD49808,i_HDMAC3_IRQ4
0x00C877A8,0xFFD49808,0xFFD4985A,Reserv363
0x00C877AC,0xFFD4985A,0xFFD49A32,i_INTC3
0x00C877B0,0xFFD49A32,0xFFD49AFA,Reserv365
0x00C877B4,0xFFD49AFA,0xFFD49BCE,Unknown366
0x00C877B8,0xFFD49BCE,0xFFD49C7B,Unknown367
0x00C877BC,0xFFD49C7B,0xFFD495CE,Reserv368
0x00C877C0,0xFFD495CE,0xFFD49EBC,i_HDMAC3_IRQ1
0x00C877C4,0xFFD49EBC,0xFFD49527,i_SOD3_SDCON
0x00C877C8,0xFFD49527,0xFFD49966,Reserv371
0x00C877CC,0xFFD49966,0xFFD49812,i_INTC4
0x00C877D0,0xFFD49812,0xFFD49938,Reserv373
0x00C877D4,0xFFD49938,0xFFD49A46,Unknown374
0x00C877D8,0xFFD49A46,0xFFD49AC8,Unknown375
0x00C877DC,0xFFD49AC8,0xFFD4973A,i_GPIO_5
0x00C877E0,0xFFD4973A,0xFFD49EC9,i_HDMAC3_IRQ2
0x00C877E4,0xFFD49EC9,0xFFD49ED6,i_SOD4_SDCON
0x00C877E8,0xFFD49ED6,0xFFD49A74,i_SOD5_SDCON
0x00C877EC,0xFFD49A74,0xFFD49531,i_INTC5
0x00C877F0,0xFFD49531,0xFFD496A9,Reserv381
0x00C877F4,0xFFD496A9,0xFFD49826,Unknown382
0x00C877F8,0xFFD49826,0xFFD4A162,Unknown383
0x00C877FC,0xFFD4A162,0xFFD4A158,CardServiceMgr
0x00D93440,0xFFBF210C,0xFFBF20F0,WriteEDmacShrek1AbortCBR
0x00D93444,0xFFBF20F0,0xFFBF20D4,WriteEDmacShrek2CompleteCBR
0x00D93448,0xFFBF20D4,0xFFBF2048,WriteEDmacShrek1CompleteCBR
0x00D9344C,0xFFBF2048,0x000D99C8,SSLT_DRV_Ready
0x00D93920,0xFFBF2058,0xFFBF2068,SSLT_DRV_End
0x00D93924,0xFFBF2068,0xFFBF2078,SSLT_DRV_Start
0x00D93928,0xFFBF2078,0xFFBF2088,SSLT_DRV_Stop
0x00D9392C,0xFFBF2088,0x000D9834,SSLT_DRV_SetBaseParam
0x00D94144,0xFFBF2220,0xFFBF2230,RSHD_DRV_End
0x00D94148,0xFFBF2230,0xFFBF2240,RSHD_DRV_Start
0x00D9414C,0xFFBF2240,0xFFBF2250,RSHD_DRV_Stop
0x00DC6A30,0xFFD4609B,0xFFD460BC,TURNOFF
0x00DC6A34,0xFFD460BC,0xFFD460B1,TURNON
0x00DC6A38,0xFFD460B1,0xFFD46090,SUSPEND_TO_TURNON
0x00DC6A3C,0xFFD46090,0xFFD460D1,SUSPEND_TO_TURNOFF
0x00DC87C4,0xFFD46338,0xFF1792D0,lv_changemoviemode
0x00DC87C8,0xFF1792D0,0xFFD46369,p@-��k�
0x00DC87CC,0xFFD46369,0xFF17978C,lv_dzoom_debug
0x00DC87D0,0xFF17978C,0xFFD46378,x��
0x00DC87D4,0xFFD46378,0xFF1797A4,lv_flicker_on
0x00DC88C4,0xFFD46410,0xFF188934,gmtwaku_af
0x00DC88C8,0xFF188934,0xFFD46496,x��-�
0x00DC88CC,0xFFD46496,0xFF188B84,gmtwaku_gero
0x00DC88F4,0xFFD463E9,0xFF188F18,gmtwaku_zone
0x00DC88F8,0xFF188F18,0xFFD4647D,p@-�a��M�
0x00DC88FC,0xFFD4647D,0xFF1890EC,gmtwaku_all
0x00DC8A90,0xFFD46513,0xFF18B360,lv_conaf_flag
0x00DC8A94,0xFF18B360,0xFFD46521,p@-�@K�
0x00DC8A98,0xFFD46521,0xFF18B39C,lv_conaf_vlog
0x00DE046C,0xFFD47EBC,0xFF335950,EndTPLog
0x00DE0470,0xFF335950,0xFFD47D8E,p@-��J�L
0x00DE0474,0xFFD47D8E,0xFF3350CC,TCH_CalibrateTouchIC
0x00DE049C,0xFFD47EE0,0xFF33533C,TCH_FullCheck
0x00DE04A0,0xFF33533C,0xFFD47ED0,p@-�@��`
0x00DE04A4,0xFFD47ED0,0xFF3353A8,TCH_SimpleCheck
0x00DE04BC,0xFFD47DF2,0xFF3353E8,TCH_SetWaitingTime
0x00DE04C0,0xFF3353E8,0xFFD47E05,p@-�
0x00DE04C4,0xFFD47E05,0xFF335430,TCH_SetOpe2SysTime
0x00DE0524,0xFFD47FB0,0xFF3359B8,TCH_CheckTouchICVersion
0x00DE0528,0xFF3359B8,0xFFD47DB0,p@-�}��
0x00DE052C,0xFFD47DB0,0xFF335BF4,TCH_WriteData
0x00DEDCFC,0xFFD49275,0xFFD49262,touch_newInstance
0x00DEDD00,0xFFD49262,0xFFD49287,touch_initInstance
0x00DEDD04,0xFFD49287,0xFFD49287,touch_recognize
0x00DEDD08,0xFFD49287,0xFFD49297,touch_recognize
0x00DEDD0C,0xFFD49297,0xFFD49250,touch_setParameter
0x00DEDD10,0xFFD49250,0xFFD49238,touch_getDistance
0x00DEDD14,0xFFD49238,0xFFD49250,touch_getSquareDistance
0x00DEDD18,0xFFD49250,0xFFD492BC,touch_getDistance
0x00DEDD1C,0xFFD492BC,0xFFD492AA,setPoint
0x00DF3534,0xFFD4A22B,0xFFD4A1DA,RecognizeModuleHelperMacros
0x00DF3538,0xFFD4A1DA,0xFFD4A1F9,NEW_INSTANCE
0x00DF353C,0xFFD4A1F9,0xFFD4A247,mrcg_newInstance
0x00DF3540,0xFFD4A247,0xFFD4A1E7,mrcg_setTouchPoint
0x00DF3544,0xFFD4A1E7,0xFFD4A219,mrcg_initInstance
0x00DF3548,0xFFD4A219,0xFFD4A20A,mrcg_setParameter
0x00DF354C,0xFFD4A20A,0xFFD4A22B,mrcg_recognize
0x00DF3550,0xFFD4A22B,0xFFD4A1DA,RecognizeModuleHelperMacros
0x00DF3554,0xFFD4A1DA,0xFFD4A26C,NEW_INSTANCE
0x00DF3558,0xFFD4A26C,0xFFD4A25A,srcg_newInstance
0x00DF355C,0xFFD4A25A,0xFFD4A29E,srcg_initInstance
0x00DF3560,0xFFD4A29E,0xFFD4A27D,srcg_setTouchPoint
0x00DF3564,0xFFD4A27D,0xFFD4A28C,srcg_recognize
0x00DF8E94,0xFFD4A46A,0xFFD4A45D,URLBase
0x00DF8E98,0xFFD4A45D,0xFFD4CA95,friendlyName
0x00DF8E9C,0xFFD4CA95,0xFFD4CA9F,X_SCPDURL
0x00DF8EA0,0xFFD4CA9F,0xFFD4CAAE,X_ExtActionVer
0x00DF8EA4,0xFFD4CAAE,0xFFD4A436,X_VendorExtVer
0x00DF8EA8,0xFFD4A436,0xFFD4BDB8,controlURL
0x00DF8EAC,0xFFD4BDB8,0xFFD4BE54,modelName
0x00DF8EB0,0xFFD4BE54,0xFFD4BDD6,manufacturer
0x00FF4B64,0xFFFF4A00,0xFFFF4A0C,CF_IORD
0x00FF4B68,0xFFFF4A0C,0xFFFF4A18,CF_IOWR
0x00FF4B6C,0xFFFF4A18,0xFFFF4A24,CF_WE
0x00FF4B70,0xFFFF4A24,0xFFFF4A30,CF_CD0
0x00FF4B74,0xFFFF4A30,0xFFFF4A3C,CF_CD1
0x00FF4B78,0xFFFF4A3C,0xFFFF4A48,CF_CE2
0x00FF4B7C,0xFFFF4A48,0xFFFF4A54,CF_INT
0x00FF4B80,0xFFFF4A54,0xFFFF4A60,CF_OE
0x00FF4B84,0xFFFF4A60,0xFFFF4A6C,CF_WAIT
0x00FF4B88,0xFFFF4A6C,0xFFFF4A78,CF_CE1
0x00FF4B8C,0xFFFF4A78,0xFFFF4A9C,CCDCLK
0x00FF4B90,0xFFFF4A9C,0xFFFF4AA8,ELCYCLK
0x00FF4B94,0xFFFF4AA8,0xFFFF4AB4,ELCYH
0x00FF4B98,0xFFFF4AB4,0xFFFF4AC0,ELCYV
0x00FF4B9C,0xFFFF4AC0,0xFFFF4AE0,TGCLK
0x00FF4BA0,0xFFFF4AE0,0xFFFF4AEC,DSPL
0x00FF4BA4,0xFFFF4AEC,0xFFFF4AF8,DSPR
0x00FF4BA8,0xFFFF4AF8,0xFFFF4B04,RXD0
0x00FF4BAC,0xFFFF4B04,0xFFFF4B10,TXD0
0x00FF4BB0,0xFFFF4B10,0xFFFF4B1C,ROMCE
0x00FF4BB4,0xFFFF4B1C,0xFFFF4B28,ROMOE
